"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Lyon County, MN"	"27083"	232	25699	9.028	6.762
	"McLeod County, MN"	"27085"	359	35842	10.016	6.611
	"Mahnomen County, MN"	"27087"	59	5465	10.796	9.046
	"Marshall County, MN"	"27089"	78	9324	8.366	5.425
	"Martin County, MN"	"27091"	246	19829	12.406	6.523
	"Meeker County, MN"	"27093"	218	23110	9.433	6.471
	"Mille Lacs County, MN"	"27095"	334	25866	12.913	9.209
	"Morrison County, MN"	"27097"	310	32821	9.445	6.557
	"Mower County, MN"	"27099"	419	39163	10.699	6.911
	"Murray County, MN"	"27101"	89	8329	10.686	5.394
	"Nicollet County, MN"	"27103"	223	33575	6.642	5.433
	"Nobles County, MN"	"27105"	167	21848	7.644	5.722
	"Norman County, MN"	"27107"	98	6579	14.896	8.177
	"Olmsted County, MN"	"27109"	1078	153102	7.041	5.788
	"Otter Tail County, MN"	"27111"	672	58085	11.569	6.562
	"Pennington County, MN"	"27113"	134	14235	9.413	6.618
	"Pine County, MN"	"27115"	302	28874	10.459	7.542
	"Pipestone County, MN"	"27117"	121	9202	13.149	7.260
	"Polk County, MN"	"27119"	340	31660	10.739	7.517
	"Pope County, MN"	"27121"	131	11049	11.856	6.813
	"Ramsey County, MN"	"27123"	4108	540649	7.598	6.782
	"Red Lake County, MN"	"27125"	29	4007	7.237	5.179
	"Redwood County, MN"	"27127"	203	15263	13.300	7.429
	"Renville County, MN"	"27129"	189	14660	12.892	7.644
	"Rice County, MN"	"27131"	495	65622	7.543	6.391
	"Rock County, MN"	"27133"	110	9564	11.501	6.630
	"Roseau County, MN"	"27135"	136	15626	8.703	6.748
	"St. Louis County, MN"	"27137"	2094	199980	10.471	7.556
	"Scott County, MN"	"27139"	721	143680	5.018	6.208
	"Sherburne County, MN"	"27141"	523	93528	5.592	6.643
	"Sibley County, MN"	"27143"	163	14827	10.993	7.367
	"Stearns County, MN"	"27145"	1026	155652	6.592	5.880
	"Steele County, MN"	"27147"	296	36805	8.042	5.727
	"Stevens County, MN"	"27149"	79	9693	8.150	5.159
	"Swift County, MN"	"27151"	117	9419	12.422	6.809
	"Todd County, MN"	"27153"	224	24233	9.244	6.528
	"Traverse County, MN"	"27155"	47	3356	14.005	6.647
	"Wabasha County, MN"	"27157"	180	21273	8.461	5.692
	"Wadena County, MN"	"27159"	208	13761	15.115	9.250
	"Waseca County, MN"	"27161"	180	18911	9.518	6.522
	"Washington County, MN"	"27163"	1611	253117	6.365	5.932
	"Watonwan County, MN"	"27165"	104	10908	9.534	5.773
	"Wilkin County, MN"	"27167"	75	6358	11.796	7.378
	"Winona County, MN"	"27169"	430	50948	8.440	6.669
	"Wright County, MN"	"27171"	835	132550	6.300	6.735
	"Yellow Medicine County, MN"	"27173"	120	9935	12.079	7.113
	"Adams County, MS"	"28001"	416	31248	13.313	9.916
	"Alcorn County, MS"	"28003"	472	37304	12.653	10.531
	"Amite County, MS"	"28005"	171	12458	13.726	9.132
	"Attala County, MS"	"28007"	297	18934	15.686	11.049
	"Benton County, MS"	"28009"	115	8264	13.916	10.741
	"Bolivar County, MS"	"28011"	401	32737	12.249	11.094
	"Calhoun County, MS"	"28013"	166	14610	11.362	8.429
	"Carroll County, MS"	"28015"	104	10255	10.141	6.997
	"Chickasaw County, MS"	"28017"	208	17246	12.061	10.058
	"Choctaw County, MS"	"28019"	111	8242	13.468	9.500
	"Claiborne County, MS"	"28021"	104	9139	11.380	10.065
	"Clarke County, MS"	"28023"	240	15888	15.106	11.382
	"Clay County, MS"	"28025"	236	19850	11.889	9.249
	"Coahoma County, MS"	"28027"	277	23809	11.634	10.428
	"Copiah County, MS"	"28029"	362	28482	12.710	10.638
	"Covington County, MS"	"28031"	276	19569	14.104	11.294
	"DeSoto County, MS"	"28033"	1401	175611	7.978	8.707
	"Forrest County, MS"	"28035"	788	75979	10.371	10.007
	"Franklin County, MS"	"28037"	83	7782	10.666	8.028
	"George County, MS"	"28039"	266	23695	11.226	11.715
	"Greene County, MS"	"28041"	164	13408	12.232	11.605
	"Grenada County, MS"	"28043"	285	21275	13.396	10.981
	"Hancock County, MS"	"28045"	543	46791	11.605	9.132
	"Harrison County, MS"	"28047"	1986	203234	9.772	9.103
	"Hinds County, MS"	"28049"	2295	241229	9.514	9.251
	"Holmes County, MS"	"28051"	202	17999	11.223	9.909
	"Humphreys County, MS"	"28053"	98	8513	11.512	10.356
	"Issaquena County, MS"	"28055"	Suppressed	1294	Suppressed	Suppressed
	"Itawamba County, MS"	"28057"	315	23529	13.388	10.585
	"Jackson County, MS"	"28059"	1315	141241	9.310	8.635
	"Jasper County, MS"	"28061"	209	16578	12.607	9.352
	"Jefferson County, MS"	"28063"	95	7297	13.019	10.603
	"Jefferson Davis County, MS"	"28065"	165	11385	14.493	10.989
	"Jones County, MS"	"28067"	746	67953	10.978	9.400
	"Kemper County, MS"	"28069"	101	9896	10.206	8.096
	"Lafayette County, MS"	"28071"	359	53796	6.673	7.591
	"Lamar County, MS"	"28073"	461	60914	7.568	8.166
	"Lauderdale County, MS"	"28075"	843	77755	10.842	8.883
	"Lawrence County, MS"	"28077"	168	12749	13.178	11.358
	"Leake County, MS"	"28079"	245	22620	10.831	9.634
	"Lee County, MS"	"28081"	928	85381	10.869	9.745
	"Leflore County, MS"	"28083"	392	29856	13.130	12.283
	"Lincoln County, MS"	"28085"	401	34523	11.615	9.709
	"Lowndes County, MS"	"28087"	643	59602	10.788	9.428
	"Madison County, MS"	"28089"	957	105114	9.104	9.008
	"Marion County, MS"	"28091"	343	25251	13.584	10.716
	"Marshall County, MS"	"28093"	368	35801	10.279	8.818
	"Monroe County, MS"	"28095"	455	35873	12.684	9.796
	"Montgomery County, MS"	"28097"	148	10187	14.528	10.708
	"Neshoba County, MS"	"28099"	419	29403	14.250	12.873
	"Newton County, MS"	"28101"	284	21558	13.174	10.856
	"Noxubee County, MS"	"28103"	130	11038	11.777	10.025
	"Oktibbeha County, MS"	"28105"	309	49833	6.201	7.438
	"Panola County, MS"	"28107"	398	34164	11.650	10.450
	"Pearl River County, MS"	"28109"	660	55310	11.933	9.716
	"Perry County, MS"	"28111"	130	12245	10.617	8.574
	"Pike County, MS"	"28113"	505	39667	12.731	10.801
	"Pontotoc County, MS"	"28115"	301	31550	9.540	8.694
	"Prentiss County, MS"	"28117"	311	25256	12.314	9.834
	"Quitman County, MS"	"28119"	87	7349	11.838	9.707
	"Rankin County, MS"	"28121"	1141	150228	7.595	7.222
	"Scott County, MS"	"28123"	278	28207	9.856	9.076
	"Sharkey County, MS"	"28125"	60	4552	13.181	9.350
	"Simpson County, MS"	"28127"	308	26912	11.445	9.403
	"Smith County, MS"	"28129"	173	15909	10.874	8.432
	"Stone County, MS"	"28131"	211	18012	11.714	10.889
	"Sunflower County, MS"	"28133"	302	26407	11.436	11.009
	"Tallahatchie County, MS"	"28135"	149	14394	10.352	9.367
	"Tate County, MS"	"28137"	297	28201	10.532	9.450
	"Tippah County, MS"	"28139"	293	22190	13.204	11.353
	"Tishomingo County, MS"	"28141"	279	19491	14.314	10.709
	"Tunica County, MS"	"28143"	103	10234	10.064	10.882
	"Union County, MS"	"28145"	328	28311	11.586	9.820
	"Walthall County, MS"	"28147"	188	14599	12.878	9.488
	"Warren County, MS"	"28149"	576	47140	12.219	10.534
	"Washington County, MS"	"28151"	582	47231	12.322	11.348
	"Wayne County, MS"	"28153"	220	20480	10.742	9.186
	"Webster County, MS"	"28155"	137	9767	14.027	11.200
	"Wilkinson County, MS"	"28157"	136	9047	15.033	12.039
	"Winston County, MS"	"28159"	231	18160	12.720	9.870
	"Yalobusha County, MS"	"28161"	180	12471	14.433	10.650
	"Yazoo County, MS"	"28163"	304	27264	11.150	10.553
	"Adair County, MO"	"29001"	209	25359	8.242	7.552
	"Andrew County, MO"	"29003"	176	17350	10.144	7.675
	"Atchison County, MO"	"29005"	74	5293	13.981	8.188
	"Audrain County, MO"	"29007"	301	26021	11.568	8.683
	"Barry County, MO"	"29009"	445	35732	12.454	8.789
	"Barton County, MO"	"29011"	137	11908	11.505	8.066
	"Bates County, MO"	"29013"	210	16417	12.792	8.864
	"Benton County, MO"	"29015"	297	18839	15.765	8.738
	"Bollinger County, MO"	"29017"	142	12052	11.782	9.322
	"Boone County, MO"	"29019"	1039	176594	5.884	6.501
	"Buchanan County, MO"	"29021"	899	88938	10.108	8.487
	"Butler County, MO"	"29023"	510	42739	11.933	9.253
	"Caldwell County, MO"	"29025"	99	9062	10.925	7.815
	"Callaway County, MO"	"29027"	401	45078	8.896	7.992
	"Camden County, MO"	"29029"	496	44497	11.147	7.313
	"Cape Girardeau County, MO"	"29031"	863	78913	10.936	8.624
	"Carroll County, MO"	"29033"	117	8913	13.127	8.355
	"Carter County, MO"	"29035"	86	6168	13.943	11.018
	"Cass County, MO"	"29037"	931	102845	9.052	7.292
	"Cedar County, MO"	"29039"	214	14016	15.268	9.011
	"Chariton County, MO"	"29041"	90	7516	11.974	7.244
	"Christian County, MO"	"29043"	600	84401	7.109	6.687
	"Clark County, MO"	"29045"	85	6723	12.643	8.503
	"Clay County, MO"	"29047"	1693	239085	7.081	6.905
	"Clinton County, MO"	"29049"	250	20610	12.130	8.937
	"Cole County, MO"	"29051"	679	76631	8.861	7.498
	"Cooper County, MO"	"29053"	214	17712	12.082	9.090
	"Crawford County, MO"	"29055"	324	24302	13.332	10.218
	"Dade County, MO"	"29057"	107	7631	14.022	8.593
	"Dallas County, MO"	"29059"	205	16448	12.464	8.929
	"Daviess County, MO"	"29061"	97	8209	11.816	8.685
	"DeKalb County, MO"	"29063"	117	12613	9.276	7.014
	"Dent County, MO"	"29065"	212	15387	13.778	8.972
	"Douglas County, MO"	"29067"	183	13358	13.700	8.883
	"Dunklin County, MO"	"29069"	426	30535	13.951	10.748
	"Franklin County, MO"	"29071"	1056	102838	10.269	8.559
	"Gasconade County, MO"	"29073"	194	14808	13.101	8.277
	"Gentry County, MO"	"29075"	93	6661	13.962	8.180
	"Greene County, MO"	"29077"	2872	288690	9.948	8.137
	"Grundy County, MO"	"29079"	139	10165	13.674	8.724
	"Harrison County, MO"	"29081"	118	8556	13.791	8.928
	"Henry County, MO"	"29083"	282	21594	13.059	8.748
	"Hickory County, MO"	"29085"	154	9269	16.615	8.363
	"Holt County, MO"	"29087"	57	4448	12.815	7.052
	"Howard County, MO"	"29089"	101	10058	10.042	8.008
	"Howell County, MO"	"29091"	495	40210	12.310	8.934
	"Iron County, MO"	"29093"	149	10022	14.867	10.682
	"Jackson County, MO"	"29095"	6144	691801	8.881	7.939
	"Jasper County, MO"	"29097"	1201	119111	10.083	9.053
	"Jefferson County, MO"	"29099"	2070	224226	9.232	8.919
	"Johnson County, MO"	"29101"	444	53942	8.231	8.593
	"Knox County, MO"	"29103"	51	3934	12.964	8.907
	"Laclede County, MO"	"29105"	425	35490	11.975	9.625
	"Lafayette County, MO"	"29107"	393	32618	12.049	8.439
	"Lawrence County, MO"	"29109"	479	38381	12.480	9.394
	"Lewis County, MO"	"29111"	126	10134	12.433	9.301
	"Lincoln County, MO"	"29113"	501	55267	9.065	9.088
	"Linn County, MO"	"29115"	172	12164	14.140	9.214
	"Livingston County, MO"	"29117"	202	15235	13.259	8.628
	"McDonald County, MO"	"29119"	222	22620	9.814	9.560
	"Macon County, MO"	"29121"	184	15170	12.129	7.424
	"Madison County, MO"	"29123"	164	12443	13.180	9.641
	"Maries County, MO"	"29125"	106	8858	11.967	8.222
	"Marion County, MO"	"29127"	342	28894	11.836	8.551
	"Mercer County, MO"	"29129"	51	3699	13.788	8.423
	"Miller County, MO"	"29131"	265	25206	10.513	7.858
	"Mississippi County, MO"	"29133"	171	13799	12.392	9.837
	"Moniteau County, MO"	"29135"	152	16018	9.489	7.918
	"Monroe County, MO"	"29137"	106	8558	12.386	7.893
	"Montgomery County, MO"	"29139"	164	11620	14.114	9.435
	"Morgan County, MO"	"29141"	336	20213	16.623	10.355
	"New Madrid County, MO"	"29143"	251	17915	14.011	10.737
	"Newton County, MO"	"29145"	639	58694	10.887	8.580
	"Nodaway County, MO"	"29147"	186	22670	8.205	6.773
	"Oregon County, MO"	"29149"	150	10789	13.903	9.674
	"Osage County, MO"	"29151"	122	13664	8.929	6.550
	"Ozark County, MO"	"29153"	128	9237	13.857	8.443
	"Pemiscot County, MO"	"29155"	242	17073	14.174	11.847
	"Perry County, MO"	"29157"	218	19285	11.304	8.411
	"Pettis County, MO"	"29159"	445	42213	10.542	8.463
	"Phelps County, MO"	"29161"	495	44608	11.097	9.597
	"Pike County, MO"	"29163"	203	18438	11.010	8.810
	"Platte County, MO"	"29165"	687	98309	6.988	6.828
	"Polk County, MO"	"29167"	329	31285	10.516	8.090
	"Pulaski County, MO"	"29169"	320	52654	6.077	8.907
	"Putnam County, MO"	"29171"	80	4853	16.485	9.615
	"Ralls County, MO"	"29173"	108	10224	10.563	7.895
	"Randolph County, MO"	"29175"	295	24989	11.805	9.638
	"Ray County, MO"	"29177"	282	22754	12.393	9.645
	"Reynolds County, MO"	"29179"	72	6455	11.154	6.752
	"Ripley County, MO"	"29181"	169	13817	12.231	9.026
	"St. Charles County, MO"	"29183"	2841	390918	7.268	6.688
	"St. Clair County, MO"	"29185"	151	9272	16.286	9.448
	"Ste. Genevieve County, MO"	"29186"	193	18030	10.704	8.046
	"St. Francois County, MO"	"29187"	746	66627	11.197	9.463
	"St. Louis County, MO"	"29189"	10025	998581	10.039	7.392
	"Saline County, MO"	"29195"	255	22980	11.097	7.921
	"Schuyler County, MO"	"29197"	46	4394	10.469	7.396
	"Scotland County, MO"	"29199"	66	4932	13.382	9.159
	"Scott County, MO"	"29201"	463	38745	11.950	9.701
	"Shannon County, MO"	"29203"	90	8168	11.019	8.058
	"Shelby County, MO"	"29205"	87	6082	14.305	9.068
	"Stoddard County, MO"	"29207"	384	29588	12.978	9.011
	"Stone County, MO"	"29209"	406	31047	13.077	8.558
	"Sullivan County, MO"	"29211"	57	6262	9.103	6.697
	"Taney County, MO"	"29213"	588	54735	10.743	7.992
	"Texas County, MO"	"29215"	297	25775	11.523	8.254
	"Vernon County, MO"	"29217"	237	20723	11.437	8.738
	"Warren County, MO"	"29219"	301	33802	8.905	7.527
	"Washington County, MO"	"29221"	302	24839	12.158	10.564
	"Wayne County, MO"	"29223"	187	13139	14.232	9.532
	"Webster County, MO"	"29225"	328	38106	8.608	7.927
	"Worth County, MO"	"29227"	37	2024	18.281	10.250
	"Wright County, MO"	"29229"	247	18286	13.508	9.672
	"St. Louis city, MO"	"29510"	3009	311404	9.663	9.549
	"Beaverhead County, MT"	"30001"	96	9401	10.212	6.597
	"Big Horn County, MT"	"30003"	143	13343	10.717	12.143
	"Blaine County, MT"	"30005"	74	6601	11.210	9.937
	"Broadwater County, MT"	"30007"	70	5747	12.180	8.261
	"Carbon County, MT"	"30009"	106	10460	10.134	6.508
	"Carter County, MT"	"30011"	16	1203	13.300 (Unreliable)	5.513 (Unreliable)
	"Cascade County, MT"	"30013"	873	81755	10.678	7.877
	"Chouteau County, MT"	"30015"	63	5759	10.939	7.901
	"Custer County, MT"	"30017"	135	11924	11.322	7.418
	"Daniels County, MT"	"30019"	17	1755	9.687 (Unreliable)	5.746 (Unreliable)
	"Dawson County, MT"	"30021"	89	9327	9.542	6.674
	"Deer Lodge County, MT"	"30023"	141	9085	15.520	10.543
	"Fallon County, MT"	"30025"	29	3120	9.295	7.157
	"Fergus County, MT"	"30027"	155	11413	13.581	7.460
	"Flathead County, MT"	"30029"	864	98082	8.809	7.075
	"Gallatin County, MT"	"30031"	584	104502	5.588	6.168
	"Garfield County, MT"	"30033"	10	1310	7.634 (Unreliable)	4.880 (Unreliable)
	"Glacier County, MT"	"30035"	141	13694	10.296	11.011
	"Golden Valley County, MT"	"30037"	14	831	16.847 (Unreliable)	8.757 (Unreliable)
	"Granite County, MT"	"30039"	36	3368	10.689	6.152
	"Hill County, MT"	"30041"	153	16542	9.249	8.282
	"Jefferson County, MT"	"30043"	85	11853	7.171	5.378
	"Judith Basin County, MT"	"30045"	15	1940	7.732 (Unreliable)	4.528 (Unreliable)
	"Lake County, MT"	"30047"	284	29758	9.544	7.117
	"Lewis and Clark County, MT"	"30049"	579	67282	8.606	6.763
	"Liberty County, MT"	"30051"	18	2409	7.472 (Unreliable)	4.161 (Unreliable)
	"Lincoln County, MT"	"30053"	249	19259	12.929	8.244
	"McCone County, MT"	"30055"	21	1700	12.353	7.742
	"Madison County, MT"	"30057"	96	7924	12.115	6.981
	"Meagher County, MT"	"30059"	20	1827	10.947	6.205
	"Mineral County, MT"	"30061"	61	4184	14.579	8.569
	"Missoula County, MT"	"30063"	934	116130	8.043	7.542
	"Musselshell County, MT"	"30065"	59	4589	12.857	7.957
	"Park County, MT"	"30067"	157	16114	9.743	7.144
	"Petroleum County, MT"	"30069"	Suppressed	489	Suppressed	Suppressed
	"Phillips County, MT"	"30071"	42	4133	10.162	6.158
	"Pondera County, MT"	"30073"	78	6084	12.821	7.956
	"Powder River County, MT"	"30075"	20	1746	11.455	5.126
	"Powell County, MT"	"30077"	91	6858	13.269	9.228
	"Prairie County, MT"	"30079"	24	1182	20.305	10.690
	"Ravalli County, MT"	"30081"	472	42088	11.215	6.992
	"Richland County, MT"	"30083"	91	11482	7.925	7.448
	"Roosevelt County, MT"	"30085"	131	11305	11.588	12.573
	"Rosebud County, MT"	"30087"	80	9287	8.614	8.432
	"Sanders County, MT"	"30089"	143	11534	12.398	7.884
	"Sheridan County, MT"	"30091"	48	3648	13.158	7.103
	"Silver Bow County, MT"	"30093"	404	34553	11.692	8.840
	"Stillwater County, MT"	"30095"	87	9406	9.249	6.543
	"Sweet Grass County, MT"	"30097"	48	3623	13.249	7.927
	"Teton County, MT"	"30099"	74	6056	12.219	7.361
	"Toole County, MT"	"30101"	48	4977	9.644	7.492
	"Treasure County, MT"	"30103"	Suppressed	692	Suppressed	Suppressed
	"Valley County, MT"	"30105"	80	7539	10.611	6.367
	"Wheatland County, MT"	"30107"	16	2117	7.558 (Unreliable)	4.790 (Unreliable)
	"Wibaux County, MT"	"30109"	17	1093	15.554 (Unreliable)	7.532 (Unreliable)
	"Yellowstone County, MT"	"30111"	1510	158437	9.531	7.638
	"Adams County, NE"	"31001"	311	31684	9.816	7.132
	"Antelope County, NE"	"31003"	87	6329	13.746	7.367
	"Arthur County, NE"	"31005"	Suppressed	469	Suppressed	Suppressed
	"Banner County, NE"	"31007"	Suppressed	798	Suppressed	Suppressed
	"Blaine County, NE"	"31009"	Suppressed	484	Suppressed	Suppressed
	"Boone County, NE"	"31011"	57	5332	10.690	5.705
	"Box Butte County, NE"	"31013"	112	11194	10.005	7.158
	"Boyd County, NE"	"31015"	41	1982	20.686	9.279
	"Brown County, NE"	"31017"	37	2960	12.500	7.088
	"Buffalo County, NE"	"31019"	345	49383	6.986	6.354
	"Burt County, NE"	"31021"	95	6546	14.513	7.601
	"Butler County, NE"	"31023"	103	8052	12.792	7.648
	"Cass County, NE"	"31025"	237	25767	9.198	7.048
	"Cedar County, NE"	"31027"	95	8671	10.956	6.103
	"Chase County, NE"	"31029"	48	3937	12.192	7.051
	"Cherry County, NE"	"31031"	61	5832	10.460	6.014
	"Cheyenne County, NE"	"31033"	111	10051	11.044	7.844
	"Clay County, NE"	"31035"	68	6163	11.034	6.781
	"Colfax County, NE"	"31037"	83	10414	7.970	7.186
	"Cuming County, NE"	"31039"	83	9016	9.206	4.635
	"Custer County, NE"	"31041"	119	10807	11.011	6.620
	"Dakota County, NE"	"31043"	194	20465	9.480	9.137
	"Dawes County, NE"	"31045"	104	8979	11.583	7.908
	"Dawson County, NE"	"31047"	185	23640	7.826	6.541
	"Deuel County, NE"	"31049"	24	1873	12.814	6.895
	"Dixon County, NE"	"31051"	63	5762	10.934	6.999
	"Dodge County, NE"	"31053"	433	36757	11.780	7.511
	"Douglas County, NE"	"31055"	3940	554995	7.099	7.239
	"Dundy County, NE"	"31057"	28	1831	15.292	7.934
	"Fillmore County, NE"	"31059"	83	5720	14.510	7.262
	"Franklin County, NE"	"31061"	40	3014	13.271	7.793
	"Frontier County, NE"	"31063"	20	2621	7.631	4.761
	"Furnas County, NE"	"31065"	57	4787	11.907	6.377
	"Gage County, NE"	"31067"	285	21799	13.074	7.936
	"Garden County, NE"	"31069"	30	1930	15.544	6.703
	"Garfield County, NE"	"31071"	39	2011	19.393	8.176
	"Gosper County, NE"	"31073"	25	1971	12.684	8.419
	"Grant County, NE"	"31075"	Suppressed	641	Suppressed	Suppressed
	"Greeley County, NE"	"31077"	27	2399	11.255	5.400
	"Hall County, NE"	"31079"	567	61705	9.189	7.721
	"Hamilton County, NE"	"31081"	72	9186	7.838	5.465
	"Harlan County, NE"	"31083"	47	3473	13.533	8.048
	"Hayes County, NE"	"31085"	Suppressed	897	Suppressed	Suppressed
	"Hitchcock County, NE"	"31087"	38	2825	13.451	7.932
	"Holt County, NE"	"31089"	127	10250	12.390	6.537
	"Hooker County, NE"	"31091"	18	708	25.424 (Unreliable)	9.776 (Unreliable)
	"Howard County, NE"	"31093"	74	6429	11.510	6.601
	"Jefferson County, NE"	"31095"	96	7177	13.376	7.400
	"Johnson County, NE"	"31097"	72	5171	13.924	9.909
	"Kearney County, NE"	"31099"	79	6552	12.057	7.946
	"Keith County, NE"	"31101"	103	8018	12.846	7.731
	"Keya Paha County, NE"	"31103"	Suppressed	791	Suppressed	Suppressed
	"Kimball County, NE"	"31105"	51	3679	13.862	7.417
	"Knox County, NE"	"31107"	105	8571	12.251	6.831
	"Lancaster County, NE"	"31109"	2171	309637	7.011	6.886
	"Lincoln County, NE"	"31111"	375	35550	10.549	7.629
	"Logan County, NE"	"31113"	Suppressed	772	Suppressed	Suppressed
	"Loup County, NE"	"31115"	Suppressed	591	Suppressed	Suppressed
	"McPherson County, NE"	"31117"	Suppressed	493	Suppressed	Suppressed
	"Madison County, NE"	"31119"	378	35015	10.795	8.057
	"Merrick County, NE"	"31121"	67	7828	8.559	5.805
	"Morrill County, NE"	"31123"	62	4787	12.952	8.132
	"Nance County, NE"	"31125"	39	3576	10.906	6.410
	"Nemaha County, NE"	"31127"	78	6971	11.189	7.823
	"Nuckolls County, NE"	"31129"	59	4265	13.834	6.621
	"Otoe County, NE"	"31131"	177	16081	11.007	6.551
	"Pawnee County, NE"	"31133"	33	2652	12.443	5.239
	"Perkins County, NE"	"31135"	34	2898	11.732	5.470
	"Phelps County, NE"	"31137"	118	9266	12.735	7.275
	"Pierce County, NE"	"31139"	59	7159	8.241	6.043
	"Platte County, NE"	"31141"	274	32861	8.338	6.053
	"Polk County, NE"	"31143"	59	5203	11.340	7.110
	"Red Willow County, NE"	"31145"	149	10722	13.897	8.766
	"Richardson County, NE"	"31147"	115	8060	14.268	6.999
	"Rock County, NE"	"31149"	29	1390	20.863	11.420
	"Saline County, NE"	"31151"	150	14331	10.467	8.145
	"Sarpy County, NE"	"31153"	964	179023	5.385	6.228
	"Saunders County, NE"	"31155"	227	21038	10.790	7.845
	"Scotts Bluff County, NE"	"31157"	383	36422	10.516	7.497
	"Seward County, NE"	"31159"	176	17284	10.183	7.333
	"Sheridan County, NE"	"31161"	63	5234	12.037	6.180
	"Sherman County, NE"	"31163"	38	3054	12.443	7.541
	"Sioux County, NE"	"31165"	10	1242	8.052 (Unreliable)	3.795 (Unreliable)
	"Stanton County, NE"	"31167"	37	5944	6.225	5.186
	"Thayer County, NE"	"31169"	79	5101	15.487	7.117
	"Thomas County, NE"	"31171"	Suppressed	716	Suppressed	Suppressed
	"Thurston County, NE"	"31173"	85	7127	11.926	11.787
	"Valley County, NE"	"31175"	60	4184	14.340	7.680
	"Washington County, NE"	"31177"	171	20603	8.300	6.447
	"Wayne County, NE"	"31179"	66	9365	7.048	5.121
	"Webster County, NE"	"31181"	63	3603	17.485	10.275
	"Wheeler County, NE"	"31183"	Suppressed	776	Suppressed	Suppressed
	"York County, NE"	"31185"	188	13794	13.629	8.741
	"Churchill County, NV"	"32001"	273	24198	11.282	8.775
	"Clark County, NV"	"32003"	16079	2155664	7.459	7.339
	"Douglas County, NV"	"32005"	452	48020	9.413	5.535
	"Elko County, NV"	"32007"	321	52168	6.153	7.535
	"Esmeralda County, NV"	"32009"	16	790	20.253 (Unreliable)	11.676 (Unreliable)
	"Eureka County, NV"	"32011"	15	1917	7.825 (Unreliable)	6.722 (Unreliable)
	"Humboldt County, NV"	"32013"	143	16842	8.491	9.329
	"Lander County, NV"	"32015"	47	5702	8.243	7.793
	"Lincoln County, NV"	"32017"	68	5055	13.452	9.838
	"Lyon County, NV"	"32019"	651	53179	12.242	9.498
	"Mineral County, NV"	"32021"	80	4449	17.982	10.517
	"Nye County, NV"	"32023"	715	43423	16.466	9.863
	"Pershing County, NV"	"32027"	51	6560	7.774	6.993
	"Storey County, NV"	"32029"	29	4051	7.159	4.103
	"Washoe County, NV"	"32031"	4066	453616	8.964	8.165
	"White Pine County, NV"	"32033"	84	9682	8.676	7.158
	"Carson City, NV"	"32510"	812	54742	14.833	10.002
	"Belknap County, NH"	"33001"	731	60779	12.027	8.134
	"Carroll County, NH"	"33003"	559	47289	11.821	6.961
	"Cheshire County, NH"	"33005"	730	75774	9.634	7.356
	"Coos County, NH"	"33007"	458	32039	14.295	8.935
	"Grafton County, NH"	"33009"	826	88888	9.293	6.526
	"Hillsborough County, NH"	"33011"	3388	407761	8.309	7.158
	"Merrimack County, NH"	"33013"	1402	148582	9.436	7.138
	"Rockingham County, NH"	"33015"	2523	303251	8.320	6.851
	"Strafford County, NH"	"33017"	1132	127428	8.883	7.882
	"Sullivan County, NH"	"33019"	454	43004	10.557	7.485
	"Atlantic County, NJ"	"34001"	2787	270991	10.284	8.156
	"Bergen County, NJ"	"34003"	7146	939151	7.609	5.565
	"Burlington County, NJ"	"34005"	4199	449284	9.346	7.290
	"Camden County, NJ"	"34007"	4700	510150	9.213	7.835
	"Cape May County, NJ"	"34009"	1274	94430	13.491	7.983
	"Cumberland County, NJ"	"34011"	1533	153797	9.968	8.810
	"Essex County, NJ"	"34013"	5963	796914	7.483	7.034
	"Gloucester County, NJ"	"34015"	2641	292330	9.034	7.889
	"Hudson County, NJ"	"34017"	3713	677983	5.477	6.057
	"Hunterdon County, NJ"	"34019"	918	124676	7.363	5.634
	"Mercer County, NJ"	"34021"	2925	371023	7.884	6.708
	"Middlesex County, NJ"	"34023"	5971	837073	7.133	6.253
	"Monmouth County, NJ"	"34025"	5450	625846	8.708	6.616
	"Morris County, NJ"	"34027"	3767	498423	7.558	5.719
	"Ocean County, NJ"	"34029"	7272	592497	12.273	7.477
	"Passaic County, NJ"	"34031"	3643	507945	7.172	6.501
	"Salem County, NJ"	"34033"	769	63436	12.122	8.798
	"Somerset County, NJ"	"34035"	2325	333751	6.966	5.662
	"Sussex County, NJ"	"34037"	1218	142522	8.546	7.203
	"Union County, NJ"	"34039"	3949	555630	7.107	6.276
	"Warren County, NJ"	"34041"	992	106617	9.304	7.072
	"Bernalillo County, NM"	"35001"	5669	676953	8.374	7.322
	"Catron County, NM"	"35003"	38	3508	10.832	5.476
	"Chaves County, NM"	"35005"	693	65282	10.615	9.174
	"Cibola County, NM"	"35006"	258	27487	9.386	8.812
	"Colfax County, NM"	"35007"	168	12253	13.711	8.956
	"Curry County, NM"	"35009"	406	50280	8.075	8.611
	"DeBaca County, NM"	"35011"	24	1793	13.385	7.867
	"Dona Ana County, NM"	"35013"	1525	214207	7.119	6.462
	"Eddy County, NM"	"35015"	557	57621	9.667	8.804
	"Grant County, NM"	"35017"	338	28280	11.952	7.213
	"Guadalupe County, NM"	"35019"	41	4376	9.369	6.699
	"Harding County, NM"	"35021"	Suppressed	665	Suppressed	Suppressed
